revenue,budget,Prediction Score
4729352.0,2500000.0,0
68915888.0,35000000.0,4
30800231.0,60000000.0,10
2000000.0,2995000.0,0
87404651.0,4000000.0,4
60864870.0,30000000.0,10
76514050.0,16000000.0,4
257043.0,5800000.0,0
2084628.0,16000000.0,0
1132112.0,33000000.0,0
2000000.0,1500000.0,0
63372757.0,30000000.0,4
147934180.0,35000000.0,7
59418613.0,75000000.0,4
32482682.0,14000000.0,10
150000.0,10000.0,0
167977596.0,120000000.0,7
382174.0,18000000.0,0
6746000.0,3005000.0,0
168167691.0,55000000.0,7
1325092.0,6500000.0,0
480000.0,88000.0,0
43528634.0,8500000.0,10
500000.0,500000.0,0
69823199.0,35000000.0,4
38120905.0,12000000.0,10
23530831.0,22000000.0,10
40547440.0,28000000.0,10
5914908.0,32000000.0,0
9205924.0,6200000.0,0
101624843.0,27000000.0,4
47801389.0,16000000.0,10
189859560.0,50000000.0,7
88273.0,2400000.0,0
26199517.0,50000000.0,10
98126565.0,52000000.0,4
14000.0,10000000.0,0
19258519.0,40000000.0,10
19170001.0,2800000.0,0
113280098.0,70000000.0,7
27900000.0,3500000.0,0
9000000.0,6000000.0,0
524028679.0,90000000.0,8
23000000.0,10500000.0,0
19010585.0,3000000.0,0
27007143.0,13000000.0,0
60000000.0,20000000.0,10
8025872.0,4700000.0,0
13960394.0,9000000.0,0
12671300.0,8000000.0,0
92601050.0,28000000.0,4
14483352.0,5037000.0,0
167722310.0,20000000.0,7
11000000.0,25000000.0,0
129832389.0,60000000.0,7
497366869.0,90000000.0,8
70067909.0,19000000.0,4
51249404.0,20000000.0,10
141000000.0,2700000.0,7
58500000.0,32000000.0,10
1744858.0,1000000.0,0
34077920.0,20000000.0,10
9747.0,8500000.0,0
16290976.0,24000000.0,0
10442808.0,20000000.0,0
156167015.0,32000000.0,7
10367161.0,15000000.0,0
83188165.0,24000000.0,4
2227000.0,558000.0,0
65584679.0,4000000.0,10
31724284.0,5000000.0,0
7900000.0,12000000.0,0
3049135.0,5000000.0,0
23859.0,250000.0,0
51148651.0,30000000.0,10
95687.0,400000.0,0
1569918.0,17000000.0,0
41092328.0,15000000.0,10
11000000.0,3000000.0,0
9644124.0,3180000.0,0
435000000.0,200000000.0,8
122700000.0,13000000.0,4
100000000.0,25000000.0,4
27379978.0,2000000.0,0
9206470.0,5000000.0,0
6000000.0,3000000.0,0
933959197.0,250000000.0,5
85241496.0,19000000.0,4
4601043.0,2000000.0,0
48965210.0,9000000.0,10
95000000.0,55000000.0,4
6000000.0,4000000.0,0
39321715.0,18000000.0,10
49050886.0,21000000.0,10
75850624.0,39000000.0,4
2000000.0,17000000.0,0
5100000.0,940000.0,0
245066411.0,6000000.0,9
7766240.0,8000000.0,0
24854765.0,5000000.0,0
57269863.0,35000000.0,10
14708696.0,31500000.0,10
2451545.0,860000.0,0
7242035.0,12000000.0,0
142400065.0,75000000.0,7
2275557.0,8000000.0,0
300000.0,200000.0,0
103738726.0,47000000.0,4
103891409.0,73000000.0,4
1402307.0,11500000.0,0
113020255.0,55000000.0,4
51416464.0,20000000.0,10
9247881.0,3500000.0,0
121697323.0,20000000.0,4
498974.0,10000000.0,0
16217773.0,3000000.0,0
62548947.0,3705538.0,10
632443719.0,75000000.0,1
15071.0,6000000.0,0
82391145.0,9000000.0,4
110824373.0,38000000.0,4
7659918.0,8700000.0,0
77944725.0,52000000.0,4
34725000.0,5000000.0,10
38135878.0,2000000.0,10
253527.0,1601792.0,0
16566240.0,3500000.0,0
4000000.0,2000000.0,0
3758328.0,17000000.0,0
9793496.0,40000000.0,10
46474.0,4000000.0,0
261572744.0,18000000.0,9
118034273.0,38000000.0,4
1248748.0,3347850.0,0
714766572.0,170000000.0,1
6854611.0,2500000.0,0
5000000.0,3750000.0,0
381420.0,900000.0,0
121463226.0,20000000.0,4
150962475.0,175000000.0,7
55987321.0,60000000.0,10
18686644.0,6000000.0,0
38085778.0,47000000.0,10
74787599.0,30000000.0,4
17807569.0,20000000.0,0
43656822.0,6000000.0,10
343617.0,2000000.0,0
173959438.0,30000000.0,7
45236543.0,28000000.0,10
2106557.0,35000000.0,0
4500000.0,1103000.0,0
69766619.0,70000000.0,4
76578641.0,3500159.0,4
88761661.0,20000000.0,4
13167232.0,2000000.0,0
20342161.0,10000000.0,0
66821036.0,10000000.0,4
110879513.0,19000000.0,4
313542341.0,60000000.0,2
9500000.0,17000000.0,0
12000000.0,18000000.0,0
3849941.0,25697387.0,0
92180910.0,18339750.0,4
672806292.0,40000000.0,1
249905.0,50000.0,0
80383290.0,50000000.0,4
5476793.0,5000000.0,0
165184237.0,45000000.0,7
352114312.0,52000000.0,2
2200000.0,1500000.0,0
32973937.0,9000000.0,10
36733909.0,32000000.0,10
86165646.0,45000000.0,4
6045657.0,9000000.0,0
3014000.0,4800000.0,0
5028948.0,400000.0,0
37311672.0,16500000.0,10
1345903.0,36000000.0,0
631442092.0,92000000.0,1
62852.0,800000.0,0
8826094.0,8000000.0,0
611899420.0,30000000.0,8
6490401.0,18500000.0,0
53000000.0,13000000.0,10
435000.0,1400000.0,0
104155843.0,33000000.0,4
66673516.0,20000000.0,4
100129872.0,12000000.0,4
15007991.0,30000000.0,10
10300.0,500000.0,0
50877145.0,60000000.0,10
7206220.0,4500000.0,0
30859000.0,85000.0,0
47434430.0,82000000.0,10
25965144.0,25000000.0,10
374111707.0,70000000.0,2
87055349.0,24000000.0,4
379014294.0,130000000.0,2
34416893.0,38000000.0,10
15000000.0,600000.0,0
68129518.0,30000000.0,4
3813293.0,4500000.0,0
49263404.0,30000000.0,10
71069884.0,68000000.0,4
16700000.0,13400000.0,0
217022588.0,68000000.0,9
4865912.0,8700000.0,0
14166853.0,20000000.0,0
201584141.0,80000000.0,9
63710000.0,35000000.0,4
7200000.0,11000000.0,0
38955598.0,50000000.0,10
39459427.0,80000000.0,10
266728738.0,80000000.0,9
169837010.0,40000000.0,7
60427839.0,20000000.0,10
4214668.0,800000.0,0
284139100.0,260000000.0,2
17374595.0,16000000.0,0
55495563.0,50000000.0,10
80049764.0,43000000.0,4
9622846.0,12000000.0,0
591739379.0,132000000.0,8
98376292.0,80000000.0,4
13290368.0,15000000.0,0
116700000.0,7000000.0,4
311256926.0,61000000.0,2
4630045.0,4000000.0,0
2636637.0,13000000.0,0
25000000.0,3000000.0,0
243637091.0,88000000.0,9
137587063.0,60000000.0,7
9482579.0,3500000.0,0
691210692.0,75000000.0,1
77000000.0,15000000.0,4
17096053.0,9000000.0,0
76382.0,15000000.0,0
122126687.0,46000000.0,7
725131.0,2000000.0,0
114663461.0,30000000.0,4
543934787.0,178000000.0,8
352194034.0,58000000.0,2
18653615.0,23000000.0,0
55184721.0,15000000.0,10
24145613.0,20000000.0,10
100000000.0,12000000.0,4
16757163.0,13000000.0,0
164000000.0,70000000.0,7
245676146.0,80000000.0,9
35097815.0,15000000.0,10
868439.0,15000000.0,0
28931401.0,50000000.0,10
10047674.0,1000000.0,0
3897799.0,5300000.0,0
60141683.0,2500000.0,10
233555708.0,14000000.0,9
1000000.0,250000.0,0
245360480.0,137000000.0,9
12000000.0,3000000.0,0
53213633.0,25000000.0,10
68514844.0,80000000.0,4
18195610.0,30000000.0,10
7177143.0,10000000.0,0
205843612.0,4000000.0,9
334901337.0,90000000.0,2
1521261.0,6500000.0,0
34659.0,11178.0,0
93375151.0,60000000.0,4
70906973.0,14600000.0,4
182057016.0,17000000.0,7
14665733.0,7000000.0,0
14860766.0,15000000.0,0
190212113.0,40000000.0,7
169327687.0,100000000.0,7
8038508.0,13000000.0,0
7587485.0,10000000.0,0
19204929.0,30000000.0,10
22852638.0,14000000.0,0
116019547.0,7200000.0,4
10719357.0,25000000.0,0
5900000.0,16000000.0,0
424988211.0,150000000.0,8
68696770.0,43000000.0,4
766075.0,3600000.0,0
6405245.0,15000000.0,0
32168970.0,42000000.0,10
98441954.0,13000000.0,4
320170008.0,40000000.0,2
11790979.0,25000000.0,0
1400000.0,620000.0,0
117575636.0,42000000.0,4
2450846.0,5000000.0,0
1400000.0,1100000.0,0
11582891.0,10500000.0,0
244082376.0,60000000.0,9
55000000.0,650000.0,10
100230832.0,55000000.0,4
210000000.0,72000000.0,9
49797148.0,11000000.0,10
67642693.0,22000000.0,4
17508518.0,35000000.0,10
155545279.0,35000000.0,7
2420917.0,16000000.0,0
17872796.0,5000000.0,0
2152738.0,5000000.0,0
122489822.0,25000000.0,4
9789900.0,13000000.0,0
17343596.0,350000.0,0
355688.0,4000000.0,0
6110000.0,10000000.0,0
328203506.0,5000000.0,2
28733290.0,15000000.0,10
27362712.0,8000000.0,0
415885488.0,80000000.0,2
9801375.0,3000000.0,0
644571402.0,170000000.0,1
55089.0,10000000.0,0
18254702.0,19000000.0,0
111731.0,3800000.0,0
8089290.0,14500000.0,0
2500000.0,927262.0,0
24332324.0,40000000.0,10
38399961.0,45000000.0,10
3878993.0,12500000.0,0
2963902.0,1000000.0,0
2400000.0,9900000.0,0
7060876.0,13500000.0,0
19422261.0,15000000.0,0
105097.0,1379375.0,0
159291809.0,30000000.0,7
114977104.0,25000000.0,4
62134225.0,14000000.0,10
268426634.0,100000000.0,9
558000.0,9750000.0,0
13785015.0,35000000.0,10
201607.0,4141459.0,0
609016565.0,120000000.0,8
130358911.0,70000000.0,7
96800000.0,12000000.0,4
46243000.0,1000000.0,10
7547762.0,10000000.0,0
2832826.0,11000000.0,0
623933331.0,200000000.0,1
48531470.0,25000000.0,10
546388105.0,125000000.0,8
56932305.0,55000000.0,10
4500.0,10000000.0,0
1179676.0,700000.0,0
20915465.0,48000000.0,10
18535191.0,14000000.0,0
92991835.0,25000000.0,4
26570463.0,22000000.0,10
7600000.0,2000000.0,0
10000000.0,900000.0,0
8112712.0,19250000.0,0
160638883.0,30000000.0,7
38869464.0,39000000.0,10
5730596.0,8500000.0,0
7338987.0,5000000.0,0
52293982.0,13800000.0,10
1000000.0,7000000.0,0
230685453.0,80000000.0,9
40400.0,5000000.0,0
6482195.0,37000000.0,0
150680864.0,140000000.0,7
7411659.0,19000000.0,0
43848069.0,15000000.0,10
56666667.0,4000000.0,10
31800000.0,3700000.0,0
89460381.0,31500000.0,4
73345029.0,80000000.0,4
150483765.0,35000000.0,7
21133087.0,12000000.0,0
40120144.0,22000000.0,10
78599508.0,12500000.0,4
300228084.0,60000000.0,2
115505027.0,27000000.0,4
18090181.0,14000000.0,0
16000000.0,60000000.0,10
10389003.0,10000000.0,0
34564651.0,5000000.0,10
64282312.0,5000000.0,10
63102666.0,17000000.0,10
14873.0,3800000.0,0
1163967.0,4600000.0,0
7594693.0,8000000.0,0
30127963.0,15000000.0,10
88058786.0,35000000.0,4
5000000.0,90000.0,0
7000000.0,1200000.0,0
301000000.0,150000000.0,2
8936663.0,8500000.0,0
64088552.0,11000000.0,10
182857.0,120000.0,0
2200000.0,1750000.0,0
65884703.0,25000000.0,4
39407616.0,65000000.0,10
214600.0,65700.0,0
1759252.0,10000000.0,0
4000000.0,160000.0,0
30749142.0,14000000.0,10
330444045.0,55000000.0,2
4842699.0,5000000.0,0
25000.0,25000.0,0
694713380.0,145000000.0,1
289317794.0,25000000.0,9
6792000.0,800000.0,0
17218080.0,65000000.0,10
45300000.0,13000000.0,10
185770160.0,170000000.0,7
32000000.0,806948.0,0
25900.0,5000000.0,0
112265139.0,69000000.0,4
50100000.0,10000000.0,10
5210988.0,20000000.0,0
64350171.0,35000000.0,4
162839667.0,90000000.0,7
852206.0,1000000.0,0
96976270.0,68000000.0,4
38755073.0,40000000.0,10
1072602.0,7700000.0,0
18300000.0,1000000.0,0
133752825.0,25000000.0,7
229147509.0,144000000.0,9
110627965.0,22000000.0,4
20045115.0,4000000.0,0
8373585.0,7000000.0,0
7900000.0,12156348.0,0
64822796.0,20000000.0,4
38793283.0,26000000.0,10
954305868.0,250000000.0,5
3011195.0,2962051.0,0
15600000.0,23000000.0,0
16800000.0,3800000.0,0
77112176.0,22000000.0,4
24261569.0,20000000.0,10
1123746996.0,195000000.0,5
1531251.0,20000000.0,0
19000000.0,12000000.0,0
22217407.0,20000000.0,10
262797249.0,65000000.0,9
2697930.0,7000000.0,0
773328629.0,170000000.0,1
500000.0,500000.0,0
15172408.0,7000000.0,0
4710749.0,5000000.0,0
12803305.0,23000000.0,0
108255770.0,60000000.0,4
351583407.0,23000000.0,2
300218018.0,55000000.0,2
1794187.0,4000000.0,0
626137675.0,125000000.0,1
6860853.0,7000000.0,0
171183863.0,70000000.0,7
938212738.0,150000000.0,5
89519773.0,55000000.0,4
13624522.0,4000000.0,0
3193102.0,10000000.0,0
128499205.0,31000000.0,7
244386864.0,33000000.0,9
34872033.0,11000000.0,10
72258126.0,20000000.0,4
12000000.0,291000.0,0
25182929.0,35000000.0,10
24000000.0,22000000.0,10
676698.0,18000000.0,0
223664608.0,60000000.0,9
230884728.0,100000000.0,9
1046166.0,9000000.0,0
206172544.0,90000000.0,9
140000000.0,777000.0,7
35078241.0,30000000.0,10
34793160.0,14000000.0,10
104478416.0,50000000.0,4
801000.0,5500000.0,0
3646994.0,7000000.0,0
174318.0,16000000.0,0
105178561.0,60000000.0,4
3220371.0,5000000.0,0
34251525.0,5000000.0,10
10539000.0,47000000.0,10
33833201.0,6000000.0,10
1434436.0,40000.0,0
62788218.0,50000000.0,4
103215094.0,18000000.0,4
40239.0,18000000.0,0
202026112.0,100000000.0,9
61276872.0,20000000.0,10
649398328.0,120000000.0,1
12342632.0,44000000.0,10
1004558444.0,185000000.0,5
12372410.0,24000000.0,0
302469017.0,175000000.0,2
111584787.0,9500000.0,4
109578115.0,140000000.0,7
624026776.0,225000000.0,1
21000000.0,15000000.0,0
8914881.0,7000000.0,0
64110728.0,3300000.0,10
4099000.0,2079000.0,0
609524.0,250000.0,0
13082071.0,10000000.0,0
32721635.0,15000000.0,10
5850000.0,2745000.0,0
7000000.0,10000.0,0
103735.0,3000000.0,0
1479042.0,2600000.0,0
30905.0,930000.0,0
27046.0,5000000.0,0
117463.0,5000000.0,0
9138338.0,1000000.0,0
346864462.0,125000000.0,2
8786756.0,1500000.0,0
22518097.0,24000000.0,10
56489558.0,25000000.0,10
22433275.0,8000000.0,0
188441614.0,50000000.0,7
136706683.0,30000000.0,7
43455230.0,24000000.0,10
165478348.0,40000000.0,7
97837138.0,13000000.0,4
12398628.0,20000000.0,0
159212469.0,80000000.0,7
22441323.0,7800000.0,0
57284237.0,32000000.0,10
173921954.0,10000000.0,7
11534477.0,50000000.0,10
99357138.0,25000000.0,4
14333790.0,10000000.0,0
142817992.0,5000000.0,7
157920733.0,60000000.0,7
4200000.0,4500000.0,0
68706993.0,12000000.0,4
11341016.0,20000000.0,0
58401898.0,38000000.0,10
2000000.0,1020000.0,0
3000000.0,5500000.0,0
113714830.0,46000000.0,4
2554476.0,1000000.0,0
186072214.0,85000000.0,7
371876278.0,130000000.0,2
12534961.0,5000000.0,0
1458000.0,2142000.0,0
6775121.0,14734000.0,0
327418.0,8500000.0,0
106371651.0,41300000.0,4
10011050.0,21000000.0,0
130431368.0,54000000.0,7
100853753.0,63000000.0,4
4588176.0,6000000.0,0
3897569.0,1350000.0,0
871368364.0,93000000.0,5
25000000.0,14000000.0,0
16929123.0,13000000.0,0
900000.0,180000.0,0
3952448.0,300000.0,0
220021259.0,75000000.0,9
416925.0,1500000.0,0
56070433.0,45000000.0,10
3148182.0,12000000.0,0
29712172.0,17000000.0,10
64437847.0,25000000.0,4
368100420.0,70000000.0,2
1023156.0,600000.0,0
13275000.0,4000000.0,0
284600000.0,60000000.0,9
521170825.0,145000000.0,8
66486080.0,30000000.0,4
544272402.0,125000000.0,8
90574188.0,26000000.0,4
192330738.0,55000000.0,7
87000000.0,18000000.0,4
129266061.0,30000000.0,7
51053787.0,15000000.0,10
93617009.0,25000000.0,4
41000000.0,11000000.0,10
1328612.0,800000.0,0
