revenue,budget,Prediction Score
792965326.0,10500000.0,1
67347013.0,40000000.0,4
62882090.0,1000000.0,10
1500000.0,6000000.0,0
15185241.0,35000000.0,10
33333531.0,30000000.0,10
154026136.0,37000000.0,7
10000000.0,2238813.0,0
51684798.0,20000000.0,10
9450897.0,55000000.0,10
150277.0,500000.0,0
60222298.0,45000000.0,10
2642983.0,24000000.0,0
39071603.0,22000000.0,10
266465037.0,100000000.0,9
2281585.0,15000000.0,0
224920315.0,40000000.0,9
8900000.0,7000000.0,0
1027757.0,483103.0,0
13273595.0,30000000.0,0
288383523.0,32500000.0,9
15379253.0,20000000.0,0
171844840.0,70000000.0,7
57231524.0,6000000.0,10
60462347.0,40000000.0,10
643034466.0,150000000.0,1
267447150.0,858000.0,9
809000.0,600000.0,0
82719885.0,5000000.0,4
383257136.0,59000000.0,2
32861136.0,11000000.0,10
27105095.0,9000000.0,0
61112916.0,50000000.0,4
35007180.0,15000000.0,10
351040419.0,105000000.0,2
2826523.0,4000000.0,0
9620399.0,12000000.0,0
148336445.0,87000000.0,7
31063038.0,3400000.0,0
82394288.0,30000000.0,4
33800000.0,1800000.0,0
67000000.0,23400000.0,4
21400000.0,44000000.0,10
30000000.0,2000000.0,0
1145404.0,3000000.0,0
34522221.0,1000000.0,0
264118201.0,60000000.0,9
2019009.0,8000000.0,0
13818181.0,7000000.0,0
16991902.0,57000000.0,10
442824138.0,70000000.0,8
67738090.0,1800000.0,4
12000000.0,15000000.0,0
100734718.0,15000000.0,4
